,Unnamed: 0,sentence
469,469,"- oburza się gosposia. Sąd nad sprawą spadku pochyla się już drugi rok. Nigdy nie przepadała za Martą K. - Kłótliwa, rządziła księdzem - mówi. I dodaje, że brat nie musiał wszystkiego jej przepisywać, bo już wcześniej ją zabezpieczył. - Kupił jej mieszkanie, na konto wpłacił 80 tys. zł - wylicza. Pan Jerzy odlicza dni do 28 maja, na kiedy zaplanowane jest to spotkanie. Na głowę włoży obozową czapkę na tę okazję uszytą, taką samą, jaką nosił przez 3 lata w Auschwitz. - O, tak będę wyglądać - starszy pan spokojnie przymierza to jakże kiedyś mocno znienawidzone nakrycie głowy. W wyprawie do Oświęcimia towarzyszyć mu będzie żona Gizela (65 l.). Somalia. Talibowie, którzy kilka lat temu dostali łupnia w Afganistanie, nie składają broni. Teraz opanowali Somalię. Pod kontrolą tych islamskich fanatyków, mających konszachty z samym Osamą bin Ladenem, znalazł się cały kraj. Talibowie chcą wzorem dawnego Afganistanu wprowadzić w Somalii szariat, skrajne rygorystyczne prawo muzułmańskie. Od początku maja w jeziorach, rzekach i morzu utopiło się już 196 osób, w tym 19 dzieci. Najczęstsze przyczyny tragedii to według policji przecenianie własnych możliwości i nietrzeźwość. Tylko w miniony weekend utonęło 15 osób, w tym dwoje dzieci. W sezonie letnim w 2005 r. utonęło 325 osób. Rok wcześniej - 231. Rok w rok na jego akcję ""głosują"" miliony Polaków. Tylko w styczniu tego roku WOŚP zebrała 30,6 mln zł. Pomógł milionom dzieci z całej Polski. Dzięki Jurkowi Owsiakowi każdy noworodek przechodzi przesiewowe badania słuchu. Każdemu wcześniakowi ratuje się wzrok. 1315 dzieci cierpiących na cukrzycę ma przy sobie pompę insulinową. Dzięki WOŚP 64 mln zł trafiło do 650 polskich szpitali w postaci 17 tys. urządzeń medycznych. Przemysław Edgar Gosiewski (42 l.) Ona - zazdrosna i zdesperowana żona. On - człowiek prawy i... frywolny. - Zmagałem się z przeciwnikami politycznymi, a teraz zmagam się z własną żoną, która jest moim największym wrogiem i rozsyła Internetem moje intymne zdjęcia z sypialni - mówi Edward Gwizdała (45 l.), wójt gminy Jawornik Polski (Podkarpackie), członek PiS-u. Prawo to nie najlepsza strona działaczy i posłów Samoobrony. Tym razem sprawa jest poważna, bo Renata Beger, studentka politologii, dostała pierwszą dwóję z dokumentacji urzędowej i prawnej. Choć posłanka spędziła nad książkami noc, egzaminu nie zaliczyła. Kolejne podejście w przyszłą niedzielę. Posłanka Beger ma w tej sesji aż 6 egzaminów. - Przez 40 lat płaciliśmy składki na służbę zdrowia, a teraz, kiedy jej na- prawdę potrzebujemy, wypinają się na nas. - Karetka to nie darmowa taksówka. Szpitala nie stać na to, żeby wozić pacjentów - mówi Józef Fulczyk, z-ca dyrektora Szpitala Klinicznego w Zabrzu. - Co innego, gdyby ta pani nie miała jednej nogi... Tłumaczeniem dyrekcji szpitala oburzony jest NFZ. - To nie koniec sensacji. Na terenie schroniska i w jego okolicach jest jeszcze więcej zakopanych zwierząt. Podejrzewamy, że zabijano je w brutalny sposób, nawet młotkiem, wszystko wykażą sekcje zwłok - mówi Krystyna Sroczyńska z Fundacji ""Emir"". Policjanci sprawdzają teraz dokumentację schroniska, którą przez trzy lata prowadził Zbigniew L. - Obcokrajowiec też ma szanse?"
1341,1341,"Z wykształcenia jest historykiem. Ma żonę i dwoje dzieci. Z pozoru wydaje się człowiekiem, który rzadko się uśmiecha. Podczas naszego spotkania okazuje się, że jest zupełnie inaczej. Nasza rozmowa dotycząca bardzo wielu spraw, a przede wszystkim reformy administracyjnej przebiega w sposób swobodny. Zbigniew Izdebski: Reforma administracyjna jest wdrażana w życie, choć wielu oponentów twierdzi, że jest zbyt wcześnie na jakiekolwiek reformy. 4. Upoważnia się Zarząd Gminy Wąbrzeźno do rozdysponowania planowanej rezerwy ogólnej budżetowej na wydatki bieżące w toku wykonywania budżetu w trybie przeniesień zgodnie z potrzebami. 5. Upoważnia się Zarząd Gminy Wąbrzeźno do samodzielnego zaciągania zobowiązań finansowych nie przekraczających kwoty: 70.000,00. 6. Wykonanie uchwały powierza się Zarządowi Gminy. 7. Uchwała wchodzi w życie z dniem ogłoszenia. Po artykule na jego temat w lokalnym dwutygodniku ""Wiadomści Wąbrzeskie"" dotarli do niego nauczyciele z pobliskiej szkoły podstawowej, ale nie z propozycją spotkań z młodzieżą, nawiązania współpracy, a z prośbą zrobienia szopki bożonarodzeniowej, gdyż przygotowują jasełka. Nawiązała z nim kontakt p. Marta Kowaliszyn ze Stowarzyszenia Pomocy Dzieciom Specjalnej Troski w Wąbrzeźnie, obiecując zajęcia instruktora rzeźby, ale to dopiero plany, więc nic pewnego. Legionom Polskim nadano w 1916 r. nazwę Polski Korpus Posiłkowy. Po kryzysie przysięgowym w VII 1917 r. przeszła ona na oddziały legionowe, które walczyły u boku Austro-Węgier. Przyjęła ona po II Brygadzie pocztę polową nr 378 i prowadziły, aż do przejścia w 1918 r. przez front na Ukrainę. Nie narzeka na brak pomysłów twórczych. Tematy prac rodzą się nagle. Trudno mu nawet wytłumaczyć, skąd się biorą. Wszystko zależy od chwili, dnia, może nastroju. Bywa, że w ciągu godziny kawałek drewna zamienia się w rzeźbę, a innym razem potrzebuje kilku dni, by coś stworzyć. Jest dumny z tego, iż na rynku sztuki ludowej jego prace są cenione za niepowtarzalność i oryginalność. Nikogo nie naśladuje. Rodzi to narastającą falę niezadowolenia, zawiązują się we wsiach gminy komitety protestacyjne, podejmowane są blokady dróg, co staje się uciążliwe dla społeczeństwa. Zagrożona jest realizacja zobowiązań rolników wobec gminy dot. podatku rolnego, co niewątpliwie utrudni funkcjonowanie samorządu i wpłynie na zahamowanie zadań inwestycyjnych, jak również może zachwiać realizację podstawowych zadań budżetowych jak finansowanie oświaty itp. Tematyka prac twórcy z Jarantowic jest różnorodna i w poważnym stopniu zależy od zapotrzebowania, od zamówień odbiorców. Przed Bożym Narodzeniem w okresie przedbożaonarodzeniowym dominują szopki, na które ma wielu nabywców. Dla toruńskiej ""Piwnicy pod Aniołem"" wykonuje kapelę anielską - postacie aniołów grających na różnych instrumentach muzycznych. Dużym zainteresowaniem cieszą się barwne szklane witraże jako prace ozdobne. Radni upoważnili Przewodniczącego Rady oraz Starostę do przekazania Panu Wojewodzie i innym przedstawicielom Rządu RP, a także parlamentarzystom województwa kujawsko - pomorskiego stanowiska jakie w tej sprawie wyrażają. Radni podkreślają brak zainteresowania i działań ze strony Rządu zmierzających do zahamowania postępującego upadku gospodarstw rolnych i pogłębiającej się biedy na wsi."
1758,1758,"Do egzekucji ze statków morskich wpisanych do rejestru okrętowego stosuje się odpowiednio przepisy o egzekucji z nieruchomości ze zmianami wskazanymi w artykułach poniższych. Egzekucja należy do komornika sądu, w którego okręgu statek znajduje się w chwili wszczęcia egzekucji. Do wniosku o wszczęcie egzekucji wierzyciel powinien dołączyć dowód, że statek jest wpisany do rejestru. Sąd rejonowy może na wniosek pozwanego, złożony aż do zamknięcia rozprawy, przekazać sprawę sądowi okręgowemu, jeżeli pozwany wytoczył przeciwko powodowi przed tym sądem powództwo wpływające na roszczenie powoda bądź dlatego, że ma z nim związek, bądź dlatego, że roszczenia stron nadają się do potrącenia. W razie uzasadnionej potrzeby sąd może udzielić stronom i uczestnikom postępowania występującym w sprawie bez adwokata lub radcy prawnego niezbędnych pouczeń co do czynności procesowych. Sąd powinien przeciwdziałać przewlekaniu postępowania i dążyć do tego, aby rozstrzygnięcie nastąpiło na pierwszym posiedzeniu, jeżeli jest to możliwe bez szkody dla wyjaśnienia sprawy. Zabezpieczenie w wypadkach w księdze niniejszej przewidzianych powinno być złożone w gotówce lub w książeczkach oszczędnościowych. O wydaniu zabezpieczenia sąd rozstrzyga po wysłuchaniu osób zainteresowanych. Na postanowienie sądu przysługuje zażalenie. Jeżeli złożona w postępowaniu egzekucyjnym kwota pieniężna nie podlega natychmiastowemu wydaniu, powinna być złożona na rachunek depozytowy sądu. Przepisy art. 752 stosuje się odpowiednio. Powództwo z tytułu dziedziczenia, zachowku, jak również z tytułu zapisu, polecenia oraz innych rozrządzeń testamentowych wytacza się wyłącznie przed sąd ostatniego miejsca zamieszkania spadkodawcy, a jeżeli jego miejsca zamieszkania w Polsce nie da się ustalić, przed sąd miejsca, w którym znajduje się majątek spadkowy lub jego część. Powództwo ze stosunku członkostwa spółdzielni, spółki lub stowarzyszenia wytacza się wyłącznie według miejsca ich siedziby. Zabezpieczenie nie może zmierzać do zaspokojenia roszczenia, chyba że ustawa stanowi inaczej. Zabezpieczenie udzielane jest na wniosek, a w wypadkach, w których postępowanie może być wszczęte z urzędu - także z urzędu. Udzielając zabezpieczenia przed wszczęciem postępowania w sprawie, sąd wyznacza termin, w którym pismo wszczynające postępowanie powinno być wniesione pod rygorem upadku zabezpieczenia. Termin ten nie może przekraczać dwóch tygodni. Sędzia, którego udziału lub zachowania się w procesie poprzednim dotyczy skarga, wyłączony jest od orzekania w postępowaniu ze skargi o wznowienie. Wniesienie skargi o wznowienie nie tamuje wykonania zaskarżonego wyroku. W razie uprawdopodobnienia, że skarżącemu grozi niepowetowana szkoda, sąd może na wniosek strony wstrzymać wykonanie wyroku, chyba że strona przeciwna złoży odpowiednie zabezpieczenie. Postanowienie może być wydane na posiedzeniu niejawnym."
3453,3453,"Niejeden z naszych rodaków usiłowałby opylić skarby na czarnym rynku, geolodzy byli jednak ludźmi o niezachwianych zasadach etycznych. Skarby sprzedali do muzeum, a uzyskane pieniądze przekazali swoim żonom przez Bank Narodowy. Trudno opisać radość tych zacnych niewiast, gdy w Centrali Banku wypłacono im po 1150 złotych gotówką, i to przed Świętami. W trosce o spokój i zdrowie obywateli postanowiono zająć się również ich życiem od strony podwórek. W tym celu powołano Międzyresortową Komisję Koordynacyjną, która opracowała Kodeks Podwórzowy na wzór istniejącego już Kodeksu Karnego i Kodeksu Drogowego. Zawarte w nim postanowienia i przepisy regulują dokładnie stosunki ludzkie na tym tak ważnym terenie. Przytaczamy poniżej zbiór przepisów dotyczących jednej tylko dziedziny, a mianowicie trzepania. Istnieje u nas w ocenach twórczości artystycznej tradycja nawiązywania do słonia. Trąba zaś staje się w tych sprawach podstawowym kierunkowskazem. Tradycja, o której wspominam, jest bardzo stara. Sięga czasów faraonów, kiedy to piramidy egipskie miały swoim niezniszczalnym ogromem utrwalać pamięć mało zasłużonych władców. Człowiek posiada mieszkanie. A mieszkanie zapełniają złośliwe przedmioty martwe. Mówi się: postęp techniczny, mówi się: nowoczesny komfort. Jak to wygląda w praktyce?"
5624,5624,"Trzech praktykantów - agronomów rejonowych, którzy niedawno przybyli do POM-u w Niedzicy prędko notują uwagi. Może jeszcze dziś trzeba będzie porozumieć się ze ""swoją"" spółdzielnią, lub przeprowadzić zebranie w gromadzie. Adiunkt notuje uwagi z kontroli, następuje krótka konsultacja naukowa. Gospodarstwo Stanisławy Sowy, Irki Paulako i Moniki Niebrzydowskiej rozszerza się powoli poza obręb zabudowań gospodarskich. - Nasze najbliższe zadanie to uruchomienie świetlicy - dekoracje już zrobione. Jeszcze tylko uporządkować bibliotekę... - A twój zespół artystyczny - przypominają Irenie koleżanki - jak chwalić się to już do końca. Pracuję jako praktykant-agronom w tutejszym Państwowym Ośrodku Maszynowym. Nasz POM obsługuje cały powiat: wiele spółdzielń produkcyjnych, Państwowych Gospodarstw Rolnych oraz gospodarstw indywidualnych. Jest nas trzech. Wszyscy ukończyliśmy wydział rolny WSR w Olsztynie i stanęliśmy oko w oko przed najpoważniejszym w życiu zadaniem - teoretyczną wiedzę zdobytą w czasie studiów zastosować w praktyce. Wiedzą o ziemi podnieść jej urodzaj, wiedzą polityczną zmieniać ludzi. Myślę tak sobie i obmyślam tą niedzielę, a tu patrzę Kubuś!"
7202,7202,"). Postanowili się więc zemścić. Zatem komisja Chłopiec: - Kiedy zwyciężymy, nikt nie będzie zagrożony. Nasza sprawa jest czysta. Pierwszy Polityk: - Czy można uwierzyć dziesięciu milionom ludzi?"
9149,9149,"Odpowiedź, jaka się rysuje z książki Gowina, brzmi w zasadzie pozytywnie. Mimo wielu zawirowań, rysuje się dość wyraźny nurt podstawowy: ewangelizacja wedle potrzeb człowieka wyzwolonego i zadań, przed jakimi stoi ludzka wolność. Książka Jarosławia Gowina przychodzi w samą porę: jest podsumowaniem przeszłości i punktem wyjścia do pogłębionej refleksji nad jutrem. Książka Jarosława Gowina nie szczędzi gorzkich słów wszystkim stronom. Jeśli dostaje się niektórym ludziom Kościoła za nierozumienie świata, to dostaje się również ""światu"" za nierozumienie Kościoła. Nikt nie powinien mieć za złe autorowi, że mówi, co myśli. Gowin myśli niezależnie. Każdy sąd rzetelnie dokumentuje. Dokumentacja ta z góry obezwładnia krytykę. Oczywiście, stopień przeżywania religii był rozmaity - płytszy lub głębszy. Zawsze jednak religia uprzytomniała ludziom, że nieopodal Kołymy jest możliwy zupełnie inny świat. A to ""nieopodal"" znaczyło: w nich. Gdzie było zagrożenie, rósł też ratunek; ratunkiem człowieka był człowiek. W końcu to człowiek przezwyciężył Kołymę. I tej prostej oczywistości nie wolno nam dziś zaprzepaścić."
10179,10179,"Sala konferencyjna przepełniona. Obok znanych uczonych, siedzą przewodniczący kołchozów, brygadziści, Bohaterzy Pracy Socjalistycznej. Jest posiedzenie piątej sesji Zachodnio-Syberyjskiego Oddziału Akademii Nauk ZSRR. Oto delegat Najwyższej Rady ZSRR agronom K. Szadrin, który kieruje kołchozem ""gigant"", znajdującym się na uboczu od kolei, obok Sałaiwskiego pasma gór. Jeśli słuchacze kursów korespondencyjnych z warsztatów PKP w Oleśnicy potrafili zlikwidować wiele ""wąskich gardeł"" i usprawnić produkcję — to i Państwowe Technikum Korespondencyjne musi zlikwidować swoje ""wąskie gardło"", jakim jest brak skryptów. Robotnicy chcący się uczyć, mają prawo żądać od CUSZ, któremu podlega Państwowe Technikum Korespondencyjne, by stanowczo więcej zainteresował się kursami, które powinny skutecznie pomóc w dokształcaniu naszych robotników i w wyszkoleniu nowych kadr technicznych. Wie o tym Inspektorat Szkolny, który rzecz znamienna — za jedynie właściwe rozwiązanie uznał przeniesienie z tej szkoły nauczycielki, za to, że krytykowała ten stan rzeczy. Wie o tym również Komitet Dzielnicowy PZPR, który ogranicza się do debat nad tym, czy nauczycielkę za krytykę wykluczyć z Partii, czy też nie, nie zwracając zupełnie uwagi na to, co się dzieje w szkole i pod jaką opieką znajdują się dzieci. Społeczeństwo domaga się, żeby członkowie Episkopatu swoją czynna postawą w obronie pokoju przekreślili wszelkie nadzieje podżegaczy wojennych, którzy ciągle liczą — i nie ukrywają tego — na dostojników kościoła w Polsce, jako na swoich sprzymierzeńców. Przekreślić te nadzieje, znaczy służyć ludowi, ojczyźnie i pokojowi  . Na niebie nie latały talerze. Żywioły były na usługach człowieka, wnętrze gór, rozsadzanych energią atomową — stawało się jego śpichrzem, piękno — udziałem świata dojrzewał urodzaj społeczeństwa komunistycznego. Gdy powrócą do siebie, będą nam opowiadali o cudach prawdziwych, jakie widzieli w kraju, gdzie człowiek zwycięża przyrodę. Oni z kolei odkryli Związek Radziecki. W zamian za troskę i opiekę klasy robotniczej kołchoźnik odpowiada zaopatrywaniem robotników we wszystkie potrzebne produkty rolnictwa. Największą troską kołchoźników jest jak najwięcej wyprodukować produktów i sprzedać je państwu w terminie. Wielkie wrażenie zrobiło na nas życie kulturalne kołchoźników. Na nasze pytanie, co robią, po pracy — odpowiadają: ""Przebieramy się i idziemy do klubu"". Mówi z zapałem o organizacji radzieckich MTS (stacji maszynowo-traktorowych): W Związku Radzieckim brygadzista traktorowy po opracowaniu planu samodzielnie kieruje swoim odcinkiem, dzięki czemu traktorzyści nie otrzymują sprzecznych często zarządzeń od agronomów i techników. Niemałą pomoc — zdaniem Kaszuby — stanowi fakt, że traktorzyści radzieccy przeważnie wywodzą się sami z kołchozów, w których pracują ich środki maszynowe. Ambicje kołchozów są ich ambicjami, zwycięstwa kołchozu — ich zwycięstwami. Podobnie rzecz się ma z innymi wnioskami racjonalizatorskimi. Ta dziwna obojętność czynników rozpatrujących i oceniających pomysły racjonalizatorskie w Centralnym Zarządzie Przemysłu Okręgowego wywołuje rozgoryczenie projektodawców. Taki stosunek nie może sprzyjać należytemu rozwojowi myśli twórczej wśród pracowników Stoczni, a tym samym przynosi straty państwu. Należy oczekiwać, że sprawą tą zajmą się szybko i skutecznie odpowiednie czynniki."
10340,10340,"4. Osoba z misją dobrej woli pomaga stronom, których konflikt dotyczy, w jego rozwiązaniu. Jeżeli nie jest możliwe rozwiązanie konfliktu, jego strony lub osoba z misją dobrej woli występują do wojewódzkiej komisji dialogu społecznego o wyrażenie przez nią opinii."
12122,12122,"Przemawia w nich botanik, astronom, badacz czynności mózgu?"
