,Unnamed: 0,sentence
275,275,"Wielu w wyobraźni już widziało siebie na ślubie roku. Premier w eleganckim czarnym fraku, Jolanta Szczypińska w bieli z bukietem czerwonych róż. Prezydent jako świadek. Relacje na żywo w telewizji. Gwiazdom tradycyjne imiona nie podobają się, bo są pospolite. Chcą, by dziecko się wyróżniało. Tak było w przypadku 5-letniej Jaśminy, córki Doroty Lanton (36 l.) z ""Klanu"". - To imię pachnie kwiatami i wyróżnia córkę, która ma nazwisko męża: Nowicka. Gdyby była Kasią czy Anią, byłaby zbyt pospolita, to imię świetnie do niej pasuje - mówi aktorka. W Polsce jest jeszcze mało popularny, ale można go już skopiować z Internetu. - Jeszcze dziś ściągnę go z sieci - przekonuje Przemek, gimnazjalista z Zielonej Góry. Przemkowi już kilka razy nauczycielka zabierała telefon, bo bawił się nim podczas lekcji. - Teraz będę bez problemu puszczać sygnały do kolegi w czasie lekcji - cieszy się chłopak. Szykuje się przednia zabawa. Białystok. Rośnie ujawniany przemyt na wewnątrzunijnej granicy z Litwą, maleje na ""uszczelnionej"" granicy z Białorusią, która jest zewnętrzną granicą Unii Europejskiej - tak podlascy celnicy oceniają dwa lata od akcesji do UE na granicy w północno-wschodniej Polsce. Z ich wyliczeń wynika, że od akcesji Polski i Litwy, wykrywany przemyt papierosów na tej granicy jest o 20 procent większy, niż przed przystąpieniem obu krajów do UE. Ruszyła zbiórkana odbudowę kościoła. Pomagają wszyscy. Pół wieku temu ojciec Łukasz Semik, karmelita, zaczął odbudowywać ze zniszczeń wojennych kościół św. Katarzyny w Gdańsku. Pożar sprzed kilku dni 50 lat jego pracy zamienił w proch. - Zobaczyłem płomienie trawiące dach św. Katarzyny. Nie da się opisać tego, co czułem. To jakby płonęło mi 50 lat życia - opowiada ze łzami w oczach. - Znam bardzo dobrze ks. Michała i wiadomość o tym, że był agentem SB spadła na mnie jak grom z jasnego nieba - zawiesza głos ks. Adam Boniecki, redaktor naczelny ""Tygodnika Powszechnego"". Dokumenty IPN świadczą jednak przeciwko ks. Michałowi Czajkowskiemu. Ks. prof. wykładający biblistykę na Uniwersytecie Kardynała Wyszyńskiego przez ponad 20 lat był agentem bezpieki o pseudonimie Jankowski. Donosił m.in. na ks. Jerzego Popiełuszkę. Osobisty sekretarz Benedykta XVI, ks. Georg Gaenswein (49 l.) znów jest w świetle jupiterów. Tym razem, tak jak dwa tygodnie temu przewidział ""Super Express"", sekretarz zachwyca miliony Polaków. - Cieszę się, że wreszcie doszło do pielgrzymki w waszym kraju. Wasza wiara jest naprawdę żywa. I naprawdę imponująca - powiedział do dziennikarzy zgromadzonych w Pałacu Prezydenckim prałat Georg, gdy proszono go o komentarz. Ksiądz Gaenswein nie zawiódł. Obecna lokatorka mieszkania na Bohaterów Getta od kilku lat. Wcześniej nie zdarzały się tam przypadki przemieszczania przedmiotów. Ale działy się inne rzeczy. - Tam coś musi być - mówi sąsiadka mieszkająca piętro niżej. - To mieszkanie jest chyba jakieś pechowe. Kiedyś mieszkała tam starsza pani. Umarła. Następna lokatorka wyprowadziła się bardzo szybko. Tegoroczna maturzystka sopockiego ogólniaka chciałaby po skończeniu szkoły średniej dostać się na Uniwersytet Gdański. Pod uwagę bierze takie wydziały jak politologia, pedagogika, historia, dziennikarstwo i filozofia. - Najbardziej chciałabym się dostać na politologię - wyjaśnia. Małgorzata Tusk, mama Kasi: - Uważamy z mężem, że Kasia powinna robić w życiu to, co lubi i co będzie sprawiać jej przyjemność. Nie chcemy jej niczego narzucać. - On czuje się już na tyle mocny, że już nawet o własnych siłach poszedł do szkoły odebrać świadectwo - tata z radością obserwuje przemianę Wojtka. - W walce z rakiem stan psychiczny i nastawienie człowieka jest bardzo ważne. A sam Wojtek utwierdza bliskich w przekonaniu, że wszystko będzie dobrze. - Nigdy nie płaciłem za informacje o zgonach - zapewnia Witold Skrzydlewski, potentat w branży pogrzebowej w Łodzi. Przedsiębiorca zeznawał wczoraj przed sądem w kolejnym dniu procesu ""łowców skór"". Nazwisko właściciela największej w Łodzi firmy pogrzebowej przewijało się w śledztwie dotyczącym handlu informacjami o śmierci pacjentów. Prokuratura nie przedstawiła mu zarzutów. Oskarżeni sanitariusze i lekarze twierdzą, że Skrzydlewski wypłacał im pieniądze. Dla dr. Joe Townsenda i jego zespołu była to najdłuższa doba w ich życiu. Liczyła się precyzja, czas i niezwykły kunszt lekarzy, którzy przez wiele godzin mieli w swoich rękach życie tych dziesięciomiesięcznych dziewczynek. - Trzeba było odbudować wiele ich wewnętrznych organów - tłumaczyła po zakończonej sukcesem operacji rzeczniczka szpitala Janet Dotson. - Ale mamy nadzieję, że najgorsze jest już za nimi. Teraz może być już tylko coraz lepiej. Tym, którzy tu pozostaną na następny turnus, pozostaną obserwacje, badania pola magnetycznego, atmosfery i inne naukowe czynności. To one niemal bez reszty wypełniają czas Polakom w tej wiecznej zmarzlinie. Ale nasi nie są pozbawieni kontaktu z krajem. Internet dotarł i do tej opuszczonej przez ludzi części kuli ziemskiej. Anglicy upodobali sobie polskie kiełbasy, gołąbki, bigos, pieczywo, a nawet mleko. Uwielbiają nasze ogórki kiszone i marynowane grzybki. Polacy zaczynają się cenić. Kiełbaska palce lizać!"
308,308,Skąd parlamentarzysta Platformy Obywatelskiej Jarosław Wałęsa (30 l.) ma kilkaset tysięcy dolarów w obligacjach?
360,360,"- pytamy. - Taka rozmowa nie będzie możliwa - ucina rzeczniczka. Misja polskich żołnierzy w Iraku to wciąż niebezpieczne zadanie. W sobotę, niedaleko irackiego miasta Diwanija, w wyniku eksplozji ładunku wybuchowego trzech polskich żołnierzy zostało rannych. To miała być rutynowa kontrola. Około siódmej rano patrol żandarmerii, złożony z trzech Polaków, wyruszył z bazy Echo w kierunku Diwaniji. Kiedy już dojeżdżali do centrum miasta, koło ich opancerzonego pojazdu nagle eksplodował ładunek wybuchowy. Bomba poważnie uszkodziła pancernego hammera, raniąc jego pasażerów. Policja nie chce udzielać informacji. Boi się wybuchu paniki. Ale ludzie na Śląsku już boją się o swoje córki. Zwłaszcza po zabójstwie Agnieszki Marzec, 15-latki z Kalet. Dziewczyna po powrocie ze szkoły wybrała się nad staw. Wzięła ze sobą plecak. Ślad po niej zaginął. Po dwóch tygodniach na jej rozkładające się zwłoki natrafił w lesie rowerzysta. Mordercy nie znaleziono. To się w głowie nie mieści!"
383,383,"Strach pomyśleć, co mogłoby się stać, gdyby na drodze tej bestii stanął człowiek. Najpierw z koleżanką wypili flaszkę, potem zamroczoną alkoholem rozebrali do naga, nakręcili film i porobili zdjęcia. Fotki rozesłali do znajomych. Tak zabawili się trzej tarnobrzescy gimnazjaliści. Wszyscy są już pod dozorem kuratora. - Widać tę dziewczynę w najróżniejszych pozach, po prostu czysta ginekologia - opowiada osoba, która widziała zdjęcia. - Chłopcy stoją obok niej, są ubrani. Nie widać ich twarzy. Są w pubie ""Impuls"" na olsztyńskiej starówce. Potem wychodzą, ale rozdzielają się - dwie koleżanki idą w dół - na most św. Jana, gdzie bliżej im do przystanku autobusowego. Tatiana z przyjaciółką ze stancji idą w górę: w stronę Teatru im. Jaracza. - Ale prokuratura umorzyła dochodzenie, bo ""społeczna szkodliwość tego czynu jest znikoma"" - cytuje pani Konstanty. Kiedy dowiedziała się, że Chrzanowski oskarżył jej syna o brutalną napaść, przeżyła szok. Nigdy nie miała kłopotów z Dominikiem. - Tylko judo, komputer i spacery z psem - wylicza. - Z syna zrobili bandziora. W środy jestem przy Blaszaku w Aleksandrowie Kujawskim, a we wtorki i w soboty przy Zdrojowej w Ciechocinku stoję. Ostrzę noże, nożyczki, sitka od maszynek do mięsa - reklamuje swe usługi Jan Mikołajczak (58 l.) ze wsi Przybranowo (Kujawsko-Pomorskie). Z wykształcenia jest ślusarzem hydraulikiem. Trochę tułał się po świecie, kilka lat przepracował w Gdańsku, ale gdy wrócił w swe rodzinne strony, dopadło go bezrobocie. W najbliższych dniach Warszawy nie zasypią śmieci. Mieszkańcy gminy Góra Kalwaria, którzy od poniedziałku rano blokowali drogę dojazdową do wysypiska w Łubnej, przerwali wczoraj protest. Maciej Gielecki, wojewoda warszawski, obiecał im, że Łubna II nie zostanie wybudowana. Warszawscy radni twierdzą, że nie miał prawa tego zrobić. Jeśli jednak obietnica ta się potwierdzi, śmieci zasypią nas dopiero w przyszłym roku. Za to na dobre. - Ale to nie wszystko - mówi nam dr Janik, z pochodzenia Polak. - Bo najciekawsze jest to, że imiona nadają sobie od urodzenia i używają ich aż do śmierci - cieszy się z odkrycia 40--letni naukowiec. O delfinach może mówić godzinami. Zajmuje się nimi przeszło 20 lat i w tym temacie uchodzi za największy autorytet na świecie. Łódź. Dwóch mężczyzn, najprawdopodobniej bezdomnych, zginęło w pożarze pustostanu w jednej z łódzkich kamienic. Mężczyźni urządzili sobie tam imprezę alkoholową. Ogień zauważyli mieszkańcy kamienicy w nocy z poniedziałku na wtorek. Palił się pustostan. Gdy strażacy ugasili już płomienie, znaleźli zwęglone zwłoki mężczyzny. W środku był też ciężko poparzony inny mężczyzna. Mimo wysiłków lekarzy zmarł. Na czas akcji z kamienicy ewakuowano 10 osób, które nad ranem wróciły do swoich mieszkań. Według policji pierwszym  ""kartkarzem""  w Świeciu był Krzysztof W. To u niego pracował Marcin P. Krzysztof W. wycofał się już z tego interesu. Teraz mieszka pod Świeciem. Mimo kilkakrotnych wizyt nie zastaliśmy go w domu. - Panie, on bez przerwy gdzieś jeździ. Czym się zajmuje?"
406,406,"Według obliczeń Szlachty, wynagrodzenie Kowalskiego, zatrudnionego obecnie na kwotę 1000 zł brutto, zwiększy się o 4 proc. wynagrodzenia netto. W skali miesiąca Kowalski dostanie więc 20 zł więcej, w skali roku - 240 zł. Niemal kompletnie pijaną matkę czworga małoletnich dzieci zatrzymała wczoraj policja w Świebodzicach. Policyjny patrol udał się do mieszkania kobiety po alarmowym telefonie sąsiadów, z którego wynikało, że dzieci pozostają bez opieki. Badania wykazały, że kobieta miała 3 promile alkoholu we krwi. Jeśli okaże się, że matka swoim zachowaniem naraziła dzieci na bezpośrednie niebezpieczeństwo utraty życia lub zdrowia, może jej grozić kara nawet do 3 lat pozbawienia wolności. Tatry są bezlitosne. W ostatni weekend w górach zginęło dwoje młodych ludzi: turystka z Krakowa i taternik z Warszawy. TOPR-owcy ostrzegają przed bardzo trudnymi warunkami panującymi na szlakach. 25-letni Łukasz W. zginął w nocy z niedzieli na poniedziałek w masywie Mięguszowieckiego Szczytu nad Morskim Okiem w Tatrach. Bielsko-Biała. Tylko kilka godzin mogli cieszyć się pięknem niezwykle rzadkiego kwiatu uczniowie bielskiego ""ogrodnika"". W ich szkole zakwitła ""królowa jednej nocy"". - Czekaliśmy na tę chwilę bite pięć lat - mówi uczeń Zespołu Szkół Ogrodniczych, Darek Gajny. - Od kiedy dostaliśmy szczepionkę kwiatu, do końca nie wiedzieliśmy, czy tym razem nasza ""królowa"" rozkwitnie. Dlatego ambasada za pośrednictwem ""Super Expressu"" chce pomagać Polakom przy wyjeździe do Irlandii. - Wasza gazeta od dawna robi świetne przewodniki dla poszukujących pracy w Irlandii. Dlatego zapraszamy was do dalszej współpracy - dziękował nam z kolei pierwszy sekretarz irlandzkiej ambasady Ralph Victory. Ostatnie odkrycie tylko to potwierdza. Jak do niego doszedł?"
453,453,"- deklaruje Magda Wiosna. - Dlatego nie mogę się doczekać pięknej słonecznej pogody. Chociaż zimą też można się świetnie bawić. Ja przez całe ferie jeździłam na łyżwach - przyznaje. Rowerzysta zajechał jej drogę. Ale to ona ponosi winę za wypadek, bo była pod wpływem alkoholu. Prawie promil alkoholu miała w wydychanym powietrzu Aleksandra Jakubowska kiedy pod jej auto wpadł rowerzysta. Do wypadku doszło wczoraj po południu w podwarszawskiej Podkowie Leśnej. Po przesłuchaniu prokurator wypuścił byłą posłankę do domu. 1. Policjant naciska spust urządzenia. Radar emituje impulsy fal radiowych, rozchodzących się z prędkością światła. 2. Fale odbijają się od jadącego samochodu. 3. Gdy pojazd zbliża się do policjanta impulsy przebywają coraz krótszą drogę. W ten sposób wzrasta częstotliwość sygnałów. Bardziej niż samo kręcenie filmu, Lech Kaczyński zapamiętał słowa reżysera po skończeniu pracy nad filmem. - Chciałbym, abyśmy się spotkali za kilkanaście lat. Ja będę wtedy starym człowiekiem z laską, a ty może zostaniesz premierem. Jan Batory nie doczekał spotkania po latach. Ale jego przepowiednia prawie się sprawdziła. Taka głupota zdarza się rzadko, teraz objawiła się w Tomaszowie Lubelskim. 22-letnia Aleksandra O., opiekując się dwuletnią córeczką, zasnęła na ławce w parku. Miała we krwi 4 promile alkoholu. Nie wiadomo, jak długo wcześniej piła i dlaczego nikt nie zabrał jej dziecka. Siedząca w wózku 2-letnia Paulinka zwróciła dopiero uwagę policjantów. Ci mieli problemy z dobudzeniem matki. Prosto z parku zawieźli ją do izby wytrzeźwień. Paulinka trafiła do domu dziecka. - Nie jesteśmy razem od lat, ale mieszkamy razem. Coś przecież musiałoby zwrócić moją uwagę. Jakiś wyciąg z konta albo chociażby to, że mąż ma nagle więcej pieniędzy - mówi. Osiedle domków jednorodzinnych na obrzeżach Żyrardowa. To tu, w dużym białym domu, z żoną i dorosłym już synem Piotrem mieszkał Sławomir Miller. Przyrodni brat byłego premiera Leszka Millera. - Chcemy odsprzedać te wałachy. Cena nie będzie wygórowana - obiecuje Józef Urbański, dyrektor z Agencji. Niewygórowana cena to kilka tysięcy złotych. Agencja chce pozbyć się ogierów, bo są schorowane. Ale mogą służyć do celów rekreacyjnych. Zainteresowany kupnem koni jest Michał Bednarek, hipoterapeuta z Poznania. - Niestety, wciąż mam mało pieniędzy. Ale będę walczył o życie tych koni - mówi. A z tych dotyczących prezydenta, których mnóstwo pojawia się na przykład w Internecie?"
478,478,"To karygodne zaniedbanie . Krzysztof G. przyznał się przed sądem do zamordowania staruszki, ale nie do gwałtu. Biegły seksuolog stwierdził, że mężczyzna ma skłonność do gerontofilii - cierpiący na tę dewiację czują zadowolenie seksualne tylko w kontaktach ze starszymi osobami. Sąd zdecydował, że przez najbliższe 25 lat zwyrodnialec może liczyć co najwyżej na starszych więźniów. Krzysztof G. wstał i powiedział: Dziękuję i przepraszam. Kardynał Ratzinger był w Polsce osiem razy: 1979 r. uczestniczył we mszy św. odprawianej przez Jana Pawła II. 1980 r. - jako arcybiskup Monachium odwiedził m.in. Jasną Górę, Wrocław i Kraków. 1981 r. - był na pogrzebie kardynała Stefana Wyszyńskiego. 1983 r. - przewodniczył pielgrzymce mężczyzn i młodzieńców. Prezydent Będzina Radosław Baran głosował przeciwko likwidacji tramwaju. Ale teraz zgadza się z pomysłem. - Dla pasażerów zmiana oznacza tyle, że zamiast do starego tramwaju, wsiądą do nowoczesnego niskopodłogowego autobusu - podkreśla prezydent. Marka Bugajskiego takie tłumaczenia nie przekonują. - Będę głodować, dopóki mi zdrowie pozwoli. Jestem beneficjentką FPNP, składałam wnioski o pomoc socjalną, ale je odrzucali, twierdząc, że mam za dużą emeryturę. Jak to możliwe, przecież ledwo wystarcza mi na węgiel i leki. Mam 81 lat, przeszłam udar mózgu i korzystam z pomocy opiekunki. Pieniądze bardzo by mi się przydały. Jego przyszły szef Mariusz Kamiński (41 l.) nie wygląda na pogromcę aferzystów. Ale ten niewysoki, niezdradzający emocji, mówiący cichym głosem mężczyzna (współzałożyciel Ligi Republikańskiej, pomysłodawca ujawniania deklaracji majątkowych parlamentarzystów) dostaje do ręki ""brzytwę"". Wkrótce stanie się postrachem nieuczciwych posłów, urzędników, biznesmenów, lekarzy itp. Jest tylko jedna obawa, której dziś się nie przewidzi - czy ten poseł PiS nie wykorzysta CBA do walki z opozycją. Kręci pani kołem ""Wielkiej gry"" od 1975 roku. Czy to prawda, że zniknie z ekranu?"
709,709,– y tysiąc trzysta a tysiąc dwieście coś.. – za dwa tygodnie?
764,764,"7 lipca 2000 roku w Sopocie odbędzie się uroczysta inauguracja działalności stacji muzycznej MTV Polska. Z tej okazji na sopockim molo zorganizowany zostanie koncert z udziałem wielu znanych wykonawców. Na imprezie w roli gwiazdy wystąpi zespół Moloko, prezentujący materiał z wydanej niedawno płyty ""Things to Make and Do"", a innym gościem zagranicznym będzie Praga Khan."
826,826,Takie prawo. Trzeba było lżej się ubrać. - Proszę bardzo - westchnął nieziemsko cierpliwy kulturysta i wyciągnął skądś z samego środka bałaganu nie opisaną dyskietkę. - Szyfruj pan tym. Ale po odbiór i tak będzie się pan musiał zgłaszać osobiście. Nie puszczamy w powietrze materiałów obciążających. - No to kiedy ten odbiór?
