,Unnamed: 0,sentence
263,263,"Prezes klubu sportowego Szombierki Antoni Kazirod pozwolił wsypać do niego tony ziemi z pobliskiej budowy. Stracił już za to posadę, ale kąpieliska nie uda się uratować. W dzielnicy zawrzało. - Tak u nas jest, zamiast chronić basen przed dewastacją, lepiej go zasypać i pozbyć się problemu - kwituje Paweł Szymkowicz. - Pamiętamy o niej, darzymy zaufaniem i sympatią - mówi burmistrz Lidia Grabowska. W ubiegłym roku, kiedy Zyta Gilowska wpadła do miasteczka incognito, Grabowska zdążyła jej wręczyć puchar. Za to, że miastu pomogła i o powiat walczyła. Za Zytą Gilowską staje też Renata Rochnowska, posłanka Samoobrony. Niejednokrotnie w Sejmie miała inne poglądy niż pani minister. Gilowska mówiła jej nawet: - Renia, ty, taka mądra dziewczyna, i w Samoobronie?"
280,280,"Wszystkie mówią o srebrnym terenowym samochodzie. Marek Wolski, burmistrz Jędrzejowa, zapewnia nas, że zaprosił Gosiewskiego tylko do wspólnego spaceru po stadionie. Dlaczego więc Gosiewski znalazł się przy mikrofonie?"
281,281,"- To wyszło spontanicznie. Zaręczam jednak, że poseł pozdrowił tylko społeczność Jędrzejowa. Słowo PiS ani partia nie padło - opowiada burmistrz Jędrzejowa. I dodaje: - Trudno, by burmistrz odganiał posła od mikrofonu. Naukowe tłumaczenia profesora okazały się strzałem w dziesiątkę. Obecne temperatury, zwłaszcza na południu kraju, potwierdzają to. Mało tego, także sierpień nie powinien być wiele gorszy. Choć może będzie więcej deszczowych dni. Jednak upały tak szybko nie znikną. Profesor nie lubi, gdy się go pyta, jaka będzie pogoda. - Aury nie da się przepowiedzieć. To loteria. Można się oprzeć na statystyce, obserwacjach i wiedzy - tłumaczył nam profesor. Zobaczył jamę głęboką na ok. 6 m!"
393,393,"Adam Czernecki żyje tylko dzięki szybkiej pomocy wodnych policjantów. W szpitalu walczy o życie. Dla Agatki nie było ratunku. - To był aniołek - Ewie Czerneckiej, mamie dziewczynki, łzy ciekną po policzkach. Nie może z nami rozmawiać. Przez cały czas bierze tabletki uspokajające. Dodaje, że na Helu znajduje się rezydencja prezydenta RP. Poza tym Hel straciłby turystów. Według burmistrza nikt nie przyjeżdża do nadmorskiego miasta, w którym jest więzienie. Zwiększyłoby to przestępczość w tym rejonie. - Na Helu nie ma komisariatu policji - wyjaśnia Wądołowski. - Najbliższy jest w Juracie. Bezpieczeństwo turystów byłoby więc poważnie zagrożone. Po wizycie na pogotowiu w Skoczowie i szpitalu w Jastrzębiu pan Leszek trafił do Instytutu Medycyny Pracy i Zdrowia Środowiskowego w Sosnowcu. Tu spotkał Franciszka Wojtaszczyka (55 l.) z Sosnowca. Okazało się, że mężczyznę również zaatakowała żmija, gdy zbierał poziomki dla żony. Generalnie znacznie lepiej wypadły kąpieliska w województwie zachodniopomorskim. - Mamy tu mikroklimat, zwykle jest cieplej niż w innych miejscach nad Bałtykiem. Dzięki temu i woda jest cieplejsza - mówi Grzegorz Jóźwiak, zastępca burmistrza Dziwnowa. - Poza tym plaża jest bardzo szeroka, wygodna, są ratownicy i sprzęt ratowniczy. Wszystko na wysokim poziomie - dodaje. - Mamy się czym pochwalić - uśmiecha się burmistrz. - Ja się w ogóle już nie boję. Tylko tak trochę dziwnie mam na buzi - mówi nam z uśmiechem Martynka Żukowska (9 l.). Dzielna dziewczynka przeszła pionierską w Polsce operację twarzoczaszki. Dziewczynka opuściła już intensywną terapię i razem z rodzicami przeniosła się na zwykły oddział. Chirurdzy z dziecięcego szpitala w Prokocimiu razem z prof. Scottem Barlettem z Filadelfii, który operował dziecko, nie mogą się nadziwić efektom operacji. W marcu tego roku chłopak przeszedł operację w Międzynarodowym Centrum Słuchu i Mowy w podwarszawskich Kajetanach. ""Super Express"" towarzyszył Markowi. Prof. Henryk Skarżyński (52 l.) wszczepił pacjentowi nowoczesny implant ślimakowy i elektrody. Dopiero po miesiącu mógł założyć specjalny procesor i uczyć się nowych dźwięków. Marek nosi procesor codziennie, ale na razie urządzenie nie może być całkowicie włączone. Marek mógłby doznać szoku. Austria. W tym kraju wyraźnie czuć atmosferę wielkanocnych świąt. W sklepach pojawiają się dekoracje. A na ulicach pisanki. Ta jest największa na świecie. Ma 10 m wysokości. Zaprojektował ją Franz Loibner. A wykonało 100 studentów ze wszystkich krajów członkowskich Unii, w tym Polski. (22 l.) z Bytomia: - Odbiję to sobie na wakacjach. Mój chłopak obiecał mi, że weźmie mnie po mundialu na wakacje. Wtedy sobie odbiję te mistrzostwa świata. Marta Leszczyńska (24 l.) z Warszawy: - Dostanę perfumy. Zażądam rekompensaty w postaci weekendu w SPA, miesiąca zmywania i flakonika perfum. Warszawa to łakomy kąsek. Prezydent ma pod sobą 6 tys. urzędników, ośmiomiliardowy budżet i 80 tys. osób zatrudnionych w instytucjach zależnych od ratusza. Gilowska ma wiele atutów. Ma też wadę - nie jest związana z Warszawą. Swoje problemy ma też Hanna Gronkiewicz-Waltz. Kilka miesięcy temu PO przeprowadziła w stolicy sondaż na temat poparcia swojej kandydatki. Wyniki nie dają byłej prezes NBP szans na zwycięstwo. Sprzeciwu ani krytyki ksiądz nie znosi. - To moja sprawa co robię. Mój kościół - uważa. Tydzień temu na zebraniu mieszkańcy Jarosławska postanowili pozbyć się księdza. Pod petycją do arcybiskupa, domagającą się odwołania ks. Masnego, podpisało się ponad 200 osób. Próbowaliśmy porozmawiać z księdzem, ale nie odbiera telefonów. - Musi odejść. Nie popuścimy - mówi sołtys w imieniu mieszkańców. Olsztyn. Trzy osoby podejrzane o korupcję, w tym profesora, który przewodniczył komisji egzaminującej weterynarzy, zatrzymali warmińsko-mazurscy policjanci. Podejrzanym grozi do 10 lat pozbawienia wolności. Według śledczych, do wręczenia łapówki w postaci drogich prezentów miało dojść w Olsztynie, gdzie 40 lekarzy weterynarii z całej Polski zdawało egzaminy na specjalizację. W ten sposób mieli oni zakończyć dwuletnie studia podnoszące kwalifikacje zawodowe. Czy sędziowie w programie są stronniczy?"
447,447,"Nie będzie postulowanego przez PiS samorozwiązania Sejmu, bo nie godzi się na nie Platforma Obywatelska. Najbardziej prawdopodobnym scenariuszem jest zatem powstanie koalicji rządowej PiS-PSL-Samoobrona. Z Andrzejem Lepperem jako wicepremierem. Politycy PiS w nieoficjalnych rozmowach przyznają: - Straciliśmy kontrolę nad tym, co się dzieje. - Właśnie zdał maturę, świetny sportowiec, judoka. Chciał iść do szkoły lotniczej. Marzenia legły w gruzach, bo jest karany - płacze ojciec Dominika. - Nagle znalazł się w brutalnym świecie dorosłych - o chłopaku mówi Maria Rytwińska, jego wychowawczyni z Zespołu Szkół Technicznych. Legnica. W Polkowicach na Dolnym Śląsku trwa ocena szkód i szacowanie strat po wstrząsie, który miał miejsce w niedzielę w kopalni należącej do KGHM Polska Miedź S.A. Mieszkańcy jego skutki odczuli jak trzęsienie ziemi. Wiceburmistrz Polkowic Stanisława Bocian skierowała w tej sprawie protest do KGHM, uznając za ""niedopuszczalne, aby działalność spółki powodowała takie zagrożenia dla mieszkańców gminy"". Ona: - Już nie ma żadnych panienek. On: - Mój menedżer skutecznie się nimi zajął. - Nie czujesz się już zagrożona?"
481,481,"Nie było żadnej sensacji, obyło się bez skandalu, bo generalnie nasi południowi sąsiedzi są w tej materii niezwykle tolerancyjni. I choć czeski prezydent Vaclav Klaus, prawicowiec i narodowiec, do ostatniej chwili był zdecydowanie przeciwny ustawie legalizującej związki osób tej samej płci, to znalazło się jednak wystarczająco posłów, by skutecznie odrzucić weto głowy państwa. - Współpracowałem z SB - ujawnia Roman Wrocławski, b. zapaśnik, mistrz świata z 1982 roku i olimpijczyk z Seulu (1988). - Mam jednak czyste sumienie, na kolegów nie donosiłem, a dzięki grze z SB żyło mi się lepiej - dodaje. Wrocławski od lat przebywa w USA. - Jestem ekskluzywnym służącym, który wozi bogatych Amerykanów - mówi. Tego było za dużo ojcu Floyda - Mayweatherowi seniorowi, który wyskoczył z narożnika i rzucił się w stronę Judaha. Do niego doskoczył sekundant Judaha (zarazem jego ojciec Yoel) oraz kilku jego pomocników. Wywiązała się bójka z udziałem kilkunastu osób. Dopiero po 5 minutach zamieszanie zostało opanowane przez policję. Według prokuratury w sierpniu ubiegłego roku podejrzani zaproponowali Markowi G. załatwienie atrakcyjnego kredytu na pięć milionów euro. Mimo że Marek G. pieniędzy nie zobaczył na oczy, Andrzej J. i Albert B. zaczęli domagać się od niego prowizji w wysokości 150 tysięcy euro i zaczęli go straszyć śmiercią. Andrzej J. został schwytany w momencie, gdy odbierał pierwszą ratę prowizji. - Może kobieta wybierała się do pracy za granicę, do rodziny lub szpitala. Być może dlatego krewni nie wiedzą jeszcze, jaki spotkał ją los - mówi ""Super Expressowi"" jeden z policjantów. - Prosimy o informacje wszystkie osoby, które mogą pomóc w ustaleniu tożsamości tej kobiety - apeluje młodszy inspektor Dariusz Nowak, rzecznik małopolskiej policji. - Zapewniamy pełną dyskrecję. Na progu stał wysoki, zarośnięty mężczyzna. Dominik nie miał pojęcia, że to tata Agnieszki. - Odepchnął mnie i wpadł do mieszkania - opowiada. - Biegał po domu, obszukiwał szafy. Zażądałem, by wyszedł. Straszyłem policją. Chciałem go wypchnąć z mieszkania, ale naparł na mnie. Złapaliśmy się w przedpokoju i zaczęliśmy szarpać. Straciłem równowagę. Walnąłem go ręką. Poleciał na ścianę przy łazience. Pół roku temu ""Fakty"" miały 25-30 proc. udziałów w rynku widowni, co oznacza, że na 100 włączonych telewizorów w 30 leciały ""Fakty"". Teraz tych udziałów jest powyżej 31 proc. - Całemu TVN-owi przybywa widzów, dzięki różnym programom, sukces przyniósł m.in. ""Taniec z gwiazdami"" - dodaje Sołtysik. - Ten wyrok tylko utwierdza ludzi w przekonaniu, że dla braci Kaczyńskich kwestie moralne przestały mieć jakiekolwiek znaczenie. A przypomnę, że startowali w wyborach pod hasłem odnowy moralnej. Jak ta odnowa wygląda - teraz widać. Proponując Leppera na stanowisko wicepremiera, mogli się spodziewać, że sąd utrzyma wyrok skazujący, a mimo to go powołali - mowi prof. Jacek Wódz, socjolog. Steve zaklina się, że po każdym dyżurze szykuje ekstra posiłek czworonożnemu ratownikowi. - Tylko mu lodów nie daję. To by mu rozwaliło żołądek. Ale czasami żal ściska za serce, jak widzę wpatrzonego we mnie psiaka, który ocieka dosłownie śliną, licząc, że coś mu skapnie z mojego lodowego deseru. - Dymisja jest przyjęta, a podpiszę ją po powrocie z Litwy - mówi nam prokurator krajowy Janusz Kaczmarek. - Sprawa jest już przesądzona. W swoim piśmie jako przyczynę rezygnacji prokurator Wełna podał powody osobiste. Więcej nie mogę ujawnić - dodaje. Jednak nieoficjalnie mówi się, że prawdziwa przyczyna leży gdzie indziej: prokurator od dłuższego czasu nie mógł dogadać się z nowymi szefami krakowskiej prokuratury. Konflikt dotyczył m.in. strategii prowadzenia śledztwa. Do spotkania doszło pod koniec kwietnia. Trwało kilka godzin i przebiegało w przyjaznej atmosferze. Maciej Łopiński, minister w Kancelarii Prezydenta Lecha Kaczyńskiego, twierdzi, że o spotkanie zabiegał Aleksander Kwaśniewski. Kaczyński obiecał Kwaśniewskiemu wsparcie w boju o stanowisko sekretarza generalnego ONZ. - Prezydent Kaczyński od dawna powtarza, że byłby to wielki zaszczyt dla Polski, gdyby nasz rodak pełnił tak ważną funkcję - mówi Łopiński. Pani Teresa (49 l.) podkreśla, że póki narciarze trzymali się wyznaczonych tras i nie jeździli jej ""po głowie"", a na stoku nie było wwiercającej się w mózg muzyki - nie narzekała. Szlag ją trafił w grudniu ub. roku, kiedy wokół jej domu powstały ""dzikie trasy"" narciarskie. Wójcik od czasu, kiedy został przyłapany na jeździe po pijanemu unikał siadania za kierownicą. Z naszych informacji wynika jednak, że sam też siadał za kółkiem. - Nawet do Sejmu przyjeżdżał samochodem - twierdzi nasz informator. Po zatrzymaniu były trener pokajał się i zaangażował w kampanię antyalkoholową. Nigdy jednak nie zadeklarował, że jeśli prokuratura postanowi o wszczęciu przeciwko niemu śledztwa, zrzeknie się immunitetu. - Nigdy nikt nie zarzucił mi korupcji - mówi Kobyliński. - Nie zależy mi na ukaraniu tych ludzi, tylko na wyjaśnieniu całej sprawy - dodaje. Mariusz Smoliński, rzecznik prezydenta Słupska, tłumaczy, że przetarg odbył się zgodnie z prawem. - Wszelkie zmiany w planie zagospodarowania miasta zatwierdza rada miejska - mówi. Stanisław M., ojciec Dariusza, kierowcy ciężarówki, nie może uwierzyć, że jego synowi nic się nie stało. Ciężarówka, którą jechał, jest kompletnie rozbita, a jej części porozrzucane w promieniu kilkudziesięciu metrów. Przejazd we wrocławskich Świniarach nie jest strzeżony. 30 metrów od niego rosną krzaki. Przed samymi torami widać drogę w odległości kilku kilometrów. Trzeba się jednak zatrzymać. Mniej zapłacimy za transakcje związane z nieruchomościami. Dotychczas opłaty zależały od wartości nieruchomości. Teraz za wpisy w księgach wieczystych obowiązują opłaty stałe, np. za wpis do księgi wieczystej działki o wartości 100 tys. zapłacimy 200 zł. Przed obniżką ten sam wpis kosztowałby ponad 10 tys. zł. Będzie szybciej?"
503,503,"Burmistrz brazylijskiego miasta Bocaiura do Sul w stanie Parana, ogłosił bezpłatne rozdawanie mężczyznom viagry. Ma to na celu podniesienie przyrostu naturalnego, a dzięki temu zwiększenie federalnej pomocy finansowej dla miasta. W ubiegłym roku wprowadził on zakaz sprzedawania prezerwatyw, ale musiał się z tego wycofać, gdyż władze zwierzchnie uznały to posunięcie za sprzeczne z konstytucją."
705,705,"4. Uchwałę, o której mowa w ust. 1, rada gminy podejmuje z własnej inicjatywy lub na wniosek wójta, burmistrza albo prezydenta miasta. 5. Przed podjęciem uchwały, o której mowa w ust. 1, wójt, burmistrz albo prezydent miasta wykonuje analizy dotyczące zasadności przystąpienia do sporządzenia planu i stopnia zgodności przewidywanych rozwiązań z ustaleniami studium, przygotowuje materiały geodezyjne do opracowania planu oraz ustala niezbędny zakres prac planistycznych."
978,978,"W celu przeciwdziałania tym negatywnym zjawiskom policjanci prowadzą w szkołach pogadanki z dziećmi i młodzieżą na temat występujących zagrożeń, zasadach bezpieczeństwa podczas zabaw zimowych oraz bezpieczeństwa w ruchu drogowym. Inną formą działań profilaktycznych na rzecz dzieci i młodzieży w okresie ferii zimowych będzie kontrola środków transportu przewożących dzieci na wycieczki, zimowiska itp., zwłaszcza pod kątem trzeźwości kierowców oraz stanu technicznego pojazdów. Od 1992 roku trwają starania o utworzenie w Pasłęku filii Sądu Grodzkiego. Ostatni wniosek w tej sprawie został złożony w lutym tego roku. Odpowiedź na wszystkie wnioski była negatywna. Jako uzasadnienie podawano zbyt małą ilość spraw z naszego terenu. Władze samorządowe złożyły niedawno kolejny wniosek do ministra sprawiedliwości o ustanowienie sądu w Pasłęku. Jako ewentualną siedzibę wskazuje się środkowe skrzydło zamku. I w tym roku tradycji stanie się zadość. Mieszkańcy miasta i nasi goście będą mogli powitać Nowy Rok na pl. Tysiąclecia. O godzinie 23.00 zapłonie ognisko. Po życzeniach i szampanie będziemy świadkami pokazu sztucznych ogni. Burmistrz Wiesław Śniecikowski gwarantuje, że w tym roku fajerwerki będą bardzo efektowne. Imprezę sylwestrową zakończą występy artystyczne miejscowych zespołów. Uchwała została podjęta w ciągu 5 minut, ale teraz trzeba jej postanowienia wykonać. I tutaj mnożą się problemy. Podstawowym problemem jest to, że na tym terenie mieszkają 2 rodziny. Trzeba znaleźć dla nich pomieszczenia socjalne. Na razie gmina nie może nam ich zagwarantować. Tam są również magazyny spółdzielni. Trzeba wybudować nowe, żeby te można było rozebrać. Z porządku obrad sesji wyłączony został projekt uchwały w sprawie ustalenia diet przysługujących radnym Rady Miejskiej w Pasłęku. Podwyżka diet jest obligatoryjna, narzucona ustawą, ale radni jednogłośnie zdecydowali, że równowartość podwyżki diet ( średnio 30 zł. miesięcznie ) przekażą na szlachetny cel. Władze miejskie ogłosiły kolejny, trzeci już przetarg na dzierżawę pomieszczeń po Kawiarni Rycerska. Tym razem dopuszcza się inną działalność, niż gastronomiczna. Mile widziane będą inicjatywy typu bank lub firma ubezpieczeniowa. Zmniejszona została również kaucja, teraz jest to 4 tysiące złotych. Rozstrzygnięcie przetargu w przyszłym tygodniu. Przedmioty te są zbiory z muzeum, ponieważ każda rzecz ma swój numer. Natomiast drugiej skrytki nie mogliśmy odnaleźć, która ma się znajdować pod salą bilardową. Rzeczy te są w PUBP. Sprawą zainteresował się referat I-szy i przez kontrolę korespondencji może uzyskamy dalsze miejsca zachowanych rzeczy. W Galerii, nowe zdjęcia w dziale Pasłęk wczoraj i dziś. Jeżeli masz orginalne i ciekawe fotografie z dawnych oraz dzisiejszych czasów, wyślij je na nasz adres: redakcja@glospasleka.pl Zapraszam do nowgo działu Historia Głosu Pasłęka. Mija właśnie 15 lat od momentu jak ukazał się pierwszy numer naszej gazety. O.P.: Jesteś redaktorem naczelnym tej gazetki. Jak wyglądają twoje obowiązki?"
1330,1330,"Przedwyborczy proces, o którym pisaliśmy w piątek, zakończył się w pierwszej instancji zwycięstwem Teofila Wojciechowskiego - kandydata na radnego powiatowego, którego inny kandydat do tej samej rady - Jerzy Lysy, oskarżył o wykorzystywanie stanowiska burmistrza Bochni (w poprzedniej kadencji) do osiągania osobistych korzyści majątkowych. Chodziło o zamianę działek rolniczych należących do córek T. Wojciechowskiego na budowlane. Były burmistrz twierdził natomiast, iż wymieniane przez J. Lysego działki nadal są rolne. Bardzo mocną bronią siatkarzy Okocimskiego był serwis. To ten element gry pozwalał gościom na uzyskanie większej przewagi, może z wyjątkiem III seta, gdy nieco rozluźnili szyki, a może dało o sobie znać zmęczenie długą podróżą. - Oczywiście nauka jest dla mnie najważniejsza. Gdyby w sporcie mi się nie powiodło, bez wyższego wykształcenia niewiele można dzisiaj zdziałać. Nie znaczy to, że rezygnuję ze sportu. Przed następnym sezonem zorientuję się, czy w mojej obecnej szkole będę mógł sobie wziąć urlop dziekański. Jeśli tak, to chciałbym spróbować sił w takiej drużynie, gdzie będę mógł się sportowo rozwijać. ""Pasy"" otrząsnęły się w końcówce. Najlepszy na boisku Paszkiewicz przyjął podanie Grodzickiego, zbiegł do środka i mimo starań Kuźnika oraz Wortmanna celnie uderzył z prawej nogi. Tuż przed ostatnim gwizdkiem Treszczyński zmarnował dogodną okazję. Dobre, żywe spotkanie. Drużyny myślały przede wszystkim o tym, jak strzelać gole. Może nie całkiem o to chodziło trenerom, ale przynajmniej te kilkadziesiąt osób przeżyło trochę emocji. Andrzej Paszkowski z Nowego Targu, Krzysztof Haładyna z Bukowiny i Zbigniew Pytel z Białki Tatrzańskiej zdobyli główne nagrody w konkursie fotograficznym ""Tatrzańska Jesień 2002"", organizowanym przez starostwo tatrzańskie. Na konkurs napłynęły 72 prace, nadesłane przez 12 fotografów amatorów, a więc znacznie mniej niż w zeszłym roku. Oceniali je: Barbara Baniecka-Dziadzio, Stanisław Momot (przewodniczący jury), Maciej Krupa, Marek Król-Józaga, Paweł Murzyn i Krzysztof Król-Łęgowski. Dziękując za uchwalenie tego budżetu, Edward Brzostowski wyjaśnił, że nie jest to jego projekt. - Termin ustawowego przedłożenia projektu Radzie Miasta i Regionalnej Izbie Obrachunkowej w Rzeszowie upłynął 15 listopada i nie został przez ustępujący Zarząd Miasta poprzedniej kadencji dotrzymany. Obowiązki burmistrza objąłem 19 listopada, stąd też nie miałem większych możliwości przepracowania tego projektu. Propozycje stosownych zmian przedłożę radzie w późniejszym terminie jako autopoprawkę. Komunikat NFI Foksal mówi, że Fundusz zbył już 759 tysięcy akcji za cenę blisko 2,5 miliona złotych (co stanowi 33 % w kapitale zakładowym ZNTK). Jak nam wiadomo umowa z Foksalem gwarantowała też przejęcie przez EKF kolejnych 30 procent akcji od innych NFI. Inne komunikaty się w tej sprawie na razie nie pojawiły, ale według naszych informacji Europejska Korporacja Finansowa ma już większość udziałów w ZNTK. Najskuteczniejszym zawodnikiem poniedziałkowej serii meczów był Szwed Naeslund, który zdobył trzy bramki dla Vancouver w wyjazdowym meczu z San Jose (5-2). Psychologowie ostrzegają - młodzi wyznają kult siły, a ich rzeczywistość kreuje film lub komputerowe gry, w których gęsto padają trupy. - Oni nie znają innych metod rozwiązywania problemów, takich jak rozmowa lub ustępstwo, uznawane za oznakę słabości - mówi Alaksandra Adamek. - Dlaczego przyjąłeś optykę dziecka w tekstach napisanych na album ""Uwaga, jedzie tramwaj""!"
