,Unnamed: 0,sentence
49,49,"5. Do czwartej kategorii zalicza się te otwory i odwierty, przy których istnieje możliwość wystąpienia zagrożenia toksycznego siarkowodorem o stężeniu powyżej 7 ppm, a maksymalny możliwy wypływ siarkowodoru nie przekracza 6 m3/min. 6. Kategorie zagrożenia siarkowodorowego, określone w ust. 2-5, odnoszą się do otworów i odwiertów w rejonach o znanej wydajności i koncentracji siarkowodoru."
210,210,"Wracam od niej przygnębiony. Czarne parasole. Krople deszczu w kałużach. Moje perspektywy dość ponure. No, ale dopóki nie prowadzi psich zaprzęgów... Franiu - mówię sobie jak komu dobremu - przyjrzyj się tymczasem bliżej temu Rodionowi Romanyczowi, ćwicz wytrwale na orankach, bądź chłopcem praktycznym i rozgarniętym. Relacjonując to memu bratu, opuszczam różne własne domniemania, czy ów motyw jazdy na trasie z Bordeaux do Paryża, powtarzający się wiecznie w szczególikach, nie jest aby metaforycznym odpowiednikiem pewnych istotnych zdarzeń na jawie. Nie będzie mi Prosiaczek wchodził w duszę buciorami. Tylko mała chwila przerwy. Taka, jaka potrzebna jest bratu nad krzyżówką przy pytaniu ""ostatnia faza baroku"" na sześć liter. Olśnienie. Rozwiązał. Już nie znajduje pretekstów, aby oglądać się do tylu na dziewczynę i jej psa. Moja ciemna duma milczenia. I to dodatkowe okrucieństwo: nie jestem na właściwym miejscu, zawsze, w całym życiu. Ani w kolejce. Niestety. Ponura diagnoza mojej sytuacji. Postaci dość dziwacznej. Uwikłanej w niepojęte tajemnice innych. Kim i po co jestem?"
233,233,"Natkę drobno posiekać. Czosnek obrać, trzy ząbki wycisnąć a jeden pokroić w plasterki. Paprykę umyć, przekroić, usunąć gniazda nasienne. Pokroić na 2-3 cm kawałki, wymieszać z czosnkiem i ułożyć na półmisku. Przykryć natką, plasterkami czosnku i filecikami. Posolić, zalać oliwą. Odstawić na noc w chłodne miejsce. Warzywa umyć i osączyć. Cebulę obrać, pokroić w krążki. Paprykę przepołowić, usunąć gniazda nasienne i pokroić w nieduże słupki. Ogórek pokroić w plasterki (nie obierać). Pomidory pokroić w ćwiartki. Wszystkie warzywa włożyć do miski, przyprawić solą i pieprzem, skropić olejem wymieszanym z sokiem z cytryny. Przygotować wywar na żeberkach. Fasolę namoczyć, a następnie ugotować. Włoszczyznę pokroić, kapustę poszatkować i razem udusić. Wywar odcedzić i ugotować w nim pokrojone w kostkę ziemniaki. Dodać uduszone warzywa z kapustą i fasolę. Kiełbasę pokroić w plastry, podsmażyć i dodać do zupy. Podprawić przecierem, zielem angielskim, solą, pieprzem i czosnkiem. Zagotować. Polędwicę pokroić w plastry, leciutko rozbić. Na patelni rozgrzać łyżkę masła, smażyć poledwicę przez około 6-7 minut. Usmażone mięso odstawić w ciepłe miejsce. Na patelnię (do tego masła które zostało po smażeniu) wlać wino, zagotować, wlać śmietanę, dodać zioła, camembert i musztardę. Zagotować. Na pozostałym oleju podsmażyć mięso z roztartym na miazgę czosnkiem. Do lekko ostudzonego wbić jajko, doprawić do smaku solą i pieprzem. Nadzieniem, za pomocą tutki z papieru lub materiału, napełnić cannelloni. Na dnie żaroodpornego naczynia rozprowadzić warstwę duszonych warzyw, ułożyć napełnione cannelloni, zalać sosem. Piec 30 minut w rozgrzanym do 200 stopni piekarniku. 10 minut przed końcem pieczenia posypać żółtym serem. Jajka ugotować na twardo, obrać. Dymkę oczyścić i pokroić na kawałki. Marchewki obrać i zetrzeć na tarce o dużych oczkach. Kukurydzę osączyć. Sałatę opłukać i osuszyć. Przygotować sos: wymieszać w miseczce jogurt ze śmietaną i łyżeczką musztardy, doprawić solą i pieprzem."
392,392,"Nie mam pojęcia - przyznał Radosław Parda (28 l.) z LPR. Takich posłów jak on było wczoraj więcej. Zatrzymanym przedstawiano zarzuty udziału w zorganizowanej grupie przestępczej i wprowadzenia na rynek narkotyków. Gang ""Żaby"" zajmował się przemytem heroiny. Przestępcy wozili narkotyki pociągami relacji Budapeszt - Warszawa. Jeden z kurierów, który miał wypadek motocyklowy, miał na nodze specjalne metalowe rusztowanie, w którym przemycał kilka kilogramów heroiny. Gang ""Żaby"" rozbito w ub.r. Zatrzymano wtedy 63 osoby. Zatrzymani wczoraj przestępcy od roku działali na własną rękę. 19.09 2003 r. Poseł detektyw pracował dla aresztowanego barona paliwowego ze Śląska, Henryka M. (51 l.). Ujawniliśmy, że od 2003 r. poseł jeździł BMW 735ie, należącym do przestępcy. 17.11 2004 r. Odkrywamy, że Rutkowski pracował dla Ivo Valenty, czeskiego aferzysty nr 1, podejrzewanego... o handel narkotykami na międzynarodową skalę. Bandzior wynajmował posła do niszczenia konkurencji. Syna Włodzimierza Olewnika porwano jesienią 2001 r. Za jego uwolnienie bandyci zażądali 300 tys. euro. Z rodziną bawili się w ciuciubabkę. Okup podjęli dopiero dwa lata po porwaniu. Bandytów nie złapano. Ojciec ofiary uważa, że w sprawę zamieszani są policjanci i dlatego śledztwo prowadzone było tak niemrawo. Przedsiębiorca nie ma sobie nic do zarzucenia. Przed przyjęciem do pracy sprawdza kierowców, wyrywkowo bada ich też alkomatem. Maciej R. został już dyscyplinarnie zwolniony. To jednak dopiero początek jego kłopotów. Za prowadzenie pojazdu po pijanemu grozi mu do 2 lat więzienia. Jak by tego było jeszcze mało, możemy uczestniczyć w aukcji dla dorosłych, czyli licytacji... kobiety. Kto da więcej, ten ma szansę spędzić godzinę z prezentującą się na zdjęciu dziewczyną. Cukiereczka z Warszawy wylicytowano za 292 zł. Wszystko wskazuje na to, że strona powstała, kiedy o Zycie Gilowskiej zrobiło się głośno w związku z lustracją. Co może zrobić była wicepremier?"
425,425,"Nie tylko to, że byłeś legalnie zatrudniony i straciłeś pracę decyduje o przyznaniu zasiłku dla bezrobotnych. Na to, kiedy go dostaniesz, ma także wpływ sposób, w jaki rozwiązałeś umowę o pracę. - Dopiero po 90 dniach dostaniesz zasiłek, jeśli w ciągu 6 miesięcy przed rejestracją rozwiązałeś umowę za porozumieniem stron lub wypowiedziałeś umowę o pracę. - Byłem pewien, że pod kołami znajdę rozszarpane ciało - wzdryga się maszynista kierujący towarowym składem złożonym z trzech lokomotyw i trzydziestu pięciu załadowanych do pełna węglem wagonów, które przetoczyły się nad panem Stanisławem. - Czegoś podobnego jeszcze nie przeżyłem. Gdy na torach zobaczyliśmy człowieka, na hamowanie było za późno - opowiadał policjantom roztrzęsionym głosem. Żelazny kolos Żugajowi nie nabił nawet guza. Ogłuszający stukot kół nie obudził smacznie śpiącego mężczyzny. Jego zdaniem sama tematyka filmu, a także wątki polityczne (bohaterowie filmu komentują poczynania władz Polski) mogły sprawić, że obraz został ocenzurowany. Krystyna Mierzwińska z redakcji filmowej Dwójki zapewnia, że za wszystkim stoi zwykłe nieporozumienie. - Dostałam informację, że film został sprzedany konkurencji - mówi Mierzwińska. W maju minął rok od wystąpienia Zyty Gilowskiej (57 l.) z PO. Od tego czasu Tusk z nią nie rozmawiał. ""Super Expressowi"" przyznał jednak, że brakuje mu Gilowskiej. - W polskiej polityce niewiele jest kobiet o takiej bojowości, wiedzy i temperamencie. Rzecznik przestrzega, że karanie mandatami kierowców, którzy posługują się starymi prawami jazdy, może skończyć się sprawami sądowymi. Co na to minister Polaczek?"
435,435,"W chińskiej miejscowości Liaocheng na świat przyszedł prosiak o... dwóch głowach. To cudo natury czuje się dobrze, a swoje przyjście na świat obwieściło głośnym kwikiem. Na szczęście matka świnki nie widzi niczego niezwykłego w swoim nietypowym potomku. Zadowolony jest też właściciel gospodarstwa, który dzięki śwince zdobył sławę w swojej miejscowości. - Co dwie głowy to nie jedna - mówi zadowolony rolnik. - Te zamki to liczyłam przez całą noc -śmieje się pani Helena. - Ale opłaciło się. Dostałam w nagrodę 500 zł. To było wtedy strasznie dużo pieniędzy - podkreśla. Zamki przemycała kobieta handlująca na bazarze Różyckiego w Warszawie. Poupychała je pod siedzeniami w pociągu relacji Praga - Warszawa. Wpadła na przejściu granicznym w Międzylesiu. MP5KA4 to odmiana legendarnego, niemieckiego pistoletu maszynowego MP5. Używają go specsłużby w ponad 40 krajach. W Polsce różne odmiany ""empe"" mają m.in. GROM-owcy i policyjni antyterroryści. Jego jedynym minusem jest cena. Najprostsza wersja MP5 kosztuje ponad 10 tys. zł. Polski pistolet maszynowy Glauberyt można kupić cztery razy taniej. Nigdy wcześniej ""tak"" nie byłem z kobietą. W środku czułem lęk, jak spiszę się jako kochanek. Nie ukrywam, że tę obawę łagodziła nieco świadomość, że dla Kasi to także pierwszy raz. Czułem się wyróżniony, że właśnie ze mną postanowiła go doświadczyć. Konrad K. nie przyznaje się do winy. Twierdzi, że jego żona wypatrzyła z balkonu, że jakiś mężczyzna bije ich syna. Dlatego zbiegł na dół, jakieś dzieci pokazały mu Wójcickiego. Chciał z nim porozmawiać. Wójcicki przewrócił się i uderzył głową o chodnik. ""Może tego pana uderzyłem. Nie pamiętam"". - Robi z siebie baranka. Są świadkowie, że kłamie - mówi Wójcicka. Sychowie mają już dwie córeczki: Julię (6 l.) i Jolę (3 l.). - Żartuję, że nasi chłopcy będą ""samochodziarzami"" - mówią dumni rodzice. - Na razie nie planujemy kolejnych dzieci. Chociaż nasz samochód jest tak duży, że mógłby pomieścić pięcioraczki - dodają z błyskiem w oku. Pomogła ""Baraninie"", wiedeńskiemu gangsterowi, który zlecił zabójstwo byłego ministra sportu. Ale kłamstwa się wydały. Teraz Joanna N. (35 l.) odpowiada przed sądem. Wyrok jutro. Prokurator Jacek Nieszpaur z wydziału ""PZ"" Prokuratury Okręgowej w Warszawie chce dla oskarżonej 6 lat więzienia. - Skończy się jak zwykle na gadaniu. Tak się pocieszamy, bo gdyby rzeczywiście zaczęło się prześladowanie klientów, będziemy wszyscy biedni. To i tak nie jest zawód pozbawiony stresu i ryzyka, a na mercedesy to my nie zarabiamy - tłumaczy kobieta. O krok od tragedii w Poznaniu. 20 osób ewakuowano w nocy z czwartku na piątek z domu przy ul. Wawrzyniaka. Powodem był ulatniający się z nieszczelnej instalacji gaz. W usuwaniu usterki brały udział jednostki policji, straży pożarnej oraz pogotowia gazowego. Specjalistom udało się wprawdzie zamknąć dopływ gazy do budynku, jednak nie ustalili źródła wycieku. Na szczęście nikomu nic się nie stało. Zza kamiennej podpory mostu, kilkanaście metrów od brzegu słychać było wołanie o pomoc. Chwilę wcześniej przy dziewczynie znalazł się także wędkarz. Przekazał policjantowi dziewczynę i popłynął do brzegu. Jerzy Szeląg trzymając się filaru mostu i podtrzymując kobietę kilkanaście minut czekał na ratowników WOPR. Dopiero oni wciągnęli kobietę do łodzi. - Jak dziś pamiętam dźwięk, jaki wydawały te traktory. Takie bul, bul, bul!"
452,452,"Ponad 700 pożarów wybuchło tylko w lipcu w polskich lasach. Z powodu ostatnich upałów już rano wilgotność ściółki nie przekracza 15 proc. Minionej doby strażacy gasili pożary w 173 lasach. Najwięcej pożarów wybuchło w środę w województwie mazowieckim - 49, w lubuskim - 25, a w łódzkim i podlaskim - po 14. Od początku roku strażacy gasili lasy 5 tys. razy. Jarosław Szczepański, rzecznik TVP, przygotowuje się do odejścia z telewizji. Przerzucił już numery z telefonu służbowego na prywatny i rozgląda się za nową robotą. - Nikt o mojej przyszłości w TVP ze mną nie rozmawiał - mówi nam Szczepański. - Na razie zamierzam udać się na urlop. - Nie umiałem ocenić, czy widzę małego chłopaka, czy mężczyznę. Przez warstwę wżartego w skórę brudu nie można było dostrzec rysów twarzy. Nogi miał chude jak patyczki. Uderzał rękami w głowę, drapał twarz. Rozpaczliwie jęczał. Nie rozumiał, co do niego mówię. Był jak zwierzątko - opowiada Cavour. Przesłanką tymczasowego aresztowania musi być zagrożenie karą co najmniej ośmiu lat więzienia. Za groźby karalne sąd może wymierzyć dwa lata. Dla mnie osobiście ta sprawa jest przerażająca i z pewnością prokuratura będzie się domagała dla sprawcy surowej kary, ale nie mogliśmy domagać się jego aresztowania. W tym przypadku sprawdziłby się system 24-godzinnych postępowań przed sądem. Dzięki takiemu sprawca mógłby już teraz siedzieć w więzieniu. Wtedy do akcji wkroczyli rodzice Marianny Czupinki. Przyjechali do Polski, zaopiekowali się Oskarem i zabronili jego ojcu widywać syna. Włodzimierz Czupinka ma w ręku prawomocny wyrok sądu, że tylko on ma prawa rodzicielskie nad chłopcem. Mimo to może nie zobaczyć już syna, bo dziadkowie uprowadzili go na Ukrainę. Prokuratura ustaliła, że wywieźli dziecko nielegalnie. Sylwester i Nowy Rok przypadają w niedzielę i poniedziałek. Wystarczy więc między Bożym Narodzeniem a sylwestrem wziąć trzy dni urlopu, by w środku zimy zafundować sobie 10-dniowe wakacje. Projekt zmian w kodeksie pracy jest teraz dyskutowany. - Jest szansa, że w lipcu trafi do Sejmu. Wówczas proces legislacyjny będzie zakończony jeszcze przed świętami - przewiduje Gienieczko. - Odebranie imienia będzie moralną karą dla Cracovii - uważa radny Nidecki, który przed rokiem głosował za jego nadaniem. Sam od 40 lat kibicuje Cracovii. Był na ostatnich derbach. Spektakl nienawiści i agresji pod szyldem papieża przeraził go. - Dość szargania świętości, ten obiekt nie jest godzien nosić imię Jana Pawła II - zapowiada. Gdybyśmy wszyscy byli tacy uczciwi... Mateusz Koper (17 l.) i Michał Kowalski z Niedrzwicy Dużej pod Lublinem podczas zakupów w Lublinie znaleźli portfel z 3500 zł i od razu odnieśli kasę na policję. Mundurowi odnaleźli właściciela zguby, człeka chytrego, jak się później okazało. Psycholodzy rozróżniają dwa typy kłamstw: białe i czarne. - Białe są wtedy, gdy chcemy chronić kogoś lub siebie - wyjaśnia prof. Antas. Np. gdy chwalimy nową spódnicę przyjaciółki, która naprawdę jest koszmarną szmatą. - Takie kłamstwa są wręcz pożądane, bo sprzyjają budowaniu więzi między ludźmi - uważa prof. Antas. ""Trzeba unikać aroganckiej pozy sędziów minionych pokoleń, które żyły w innych czasach i innych okolicznościach"" - mówił w czwartek w Warszawie papież Benedykt XVI. Po tej wypowiedzi papieża zapytaliśmy księdza Tadeusza Isakowicza-Zaleskiego, gorącego zwolennika lustracji, jak odebrał te słowa. Związek Zawodowy Pielęgniarek i Położnych na Podkarpaciu podejmie dziś decyzję o strajku - zapowiada przewodnicząca związku, Halina Kalandyk. Pielęgniarki chcą się włączyć do strajku lekarzy, bo nie chcą zostać pominięte w przyznawaniu podwyżek. W siedmiu podkarpackich szpitalach od środy trwa strajk lekarzy domagających się 30-procentowych podwyżek. Wczoraj rano lekarze zaostrzyli akcję. Pracują jedynie lekarze dyżurni, a do szpitala przyjmowani są tylko pacjenci z zagrożeniem życia. Nie pracuje większość przychodni specjalistycznych. Sędziowie nie dali się nabrać na jego nędzne sztuczki. - To była zbrodnia usiłowania zabójstwa - grzmiał sędzia Jarosław Leszczyński. - Sposób działania oskarżonego, niezwykle brutalny w stosunku do bezbronnego dziecka, pozwala przyjąć, że działał z zamiarem pozbawienia życia. Wyrok 25 lat stosuje się w przypadku szczególnie drastycznych przestępstw. I tak jest właśnie w tym wypadku. Ważne jest, by zwrotu kosztów zażądać na piśmie. Musisz to zrobić nie później, niż do momentu zamknięcia rozprawy poprzedzającej wydanie orzeczenia. Zasądzenie kosztów od strony przegrywającej obejmuje nie tylko opłaty sądowe, ale i wynagrodzenie adwokata oraz koszty dojazdu do sądów na rozprawy, na których twoja obecność była konieczna. Część wydanych ""na sąd"" pieniędzy można odzyskać, jeśli twoje działania miały wpływ na skrócenia postępowania. Po ostrej wymianie zdań chłopak wszedł do środka, niestety nie zdążył już niczego zamówić. Pierwszy cios, który później okazał się śmiertelny, został zadany metalowym krzesłem w tył głowy. Michał osunął się na podłogę. Wtedy napastnicy zaczęli go kopać po całym ciele. Po kilkunastu minutach chłopak odzyskał przytomność i udało mu się jakoś wrócić do hotelu. - W Krzyczkach leży jeszcze kilkadziesiąt zakopanych psów. Wydobyliśmy dopiero połowę z tych, które zostały pomordowane - alarmują obrońcy praw zwierząt. Schronisko prawdopodobnie będzie zamknięte. Ta sprawa wstrząsnęła całą Polską. Zbigniew L., właściciel przytuliska w Krzyczkach koło Nasielska, brał pieniądze od gmin na utrzymanie psów, a potem je usypiał. Przerażające cmentarzysko odkryli w zeszłym tygodniu obrońcy praw zwierząt. Zbigniewa L. i Annę C., kierowniczkę schroniska, zatrzymała policja. Cała czwórka dyskutowała wczoraj o programie naprawy finansowania służy zdrowia. - Osiągnęliśmy porozumienie w 95 procentach - mówił po spotkaniu zadowolony Religa, przyznając, że punktem spornym między nim a wicepremier Gilowską pozostaje tzw. ustawa pielęgnacyjna (chodzi o zwiększenie o 1,2 proc. składki na zdrowie). - Pozostałe punkty zostały zatwierdzone. Znaczy to, że rząd zgadza się na propozycje ministra Religi, żebyśmy płacili za wizyty u specjalisty i pobyt w szpitalu. Ruch w tym miejscu odbywał się wahadłowo. Przed światłami kierujący ruchem zatrzymał tira, a za nim stanęła skoda. Jadący za nią inny tir - marki Scania - nie zatrzymał się, uderzył w samochód osobowy i zepchnął go pod pierwszego tira. Na miejscu zginęli dwaj mężczyźni podróżujący skodą: 37-letni kierowca z Radomia i 32-letni pasażer z województwa zachodniopomorskiego. Cichociemni spotkali się w GROM-ie. Ta specjednostka nosi bowiem imię legendarnych skoczków spadochronowych Armii Krajowej. Od 1941 do 1944 r. do Polski zrzucono ich 316. W czasie wojny zginął co trzeci. Kilku - z wyroków sądów PRL. Po wojnie w polskich więzieniach siedzieli prawie wszyscy, którzy nie uciekli za granicę. Na świecie żyje 18 cichociemnych. Do GROM-u dotarło ośmiu. Pannę Wiosnę rozpiera młodzieńcza energia. Jej pasją jest sport. Tylko czeka, aż zrobi się ciepło, zazielenią się parki i skwery, wyjrzy słońce. Wtedy będzie mogła z radością oddać się rowerowym szaleństwom. - Każdą wolną chwilę chcę spędzić na świeżym powietrzu!"
457,457,"Dobroczynne działanie wina potwierdzają plantatorzy. - Całkowicie zgadzam się z odkryciami naukowców. Zarówno ja jak i moi koledzy czujemy, że wino jest zdrowe. Zapewnia werwę, większą odporność na choroby, reguluje trawienie, obniża poziom cholesterolu - przekonuje Roman Grad (51 l.), prezes Stowarzyszenia Plantatorów Winorośli i Producentów Win. Wprowadzono system punktów karnych. Po otrzymaniu 12 punktów Czech traci prawo jazdy, a obcokrajowiec nie będzie mógł przez rok prowadzić pojazdów na terytorium Republiki Czeskiej. Za naruszenie tego zakazu cudzoziemcowi grozi grzywna do 30 tysięcy koron (około 4,3 tys. zł). Czescy policjanci zapowiedzieli: nie będzie okresu przejściowego. Te zasady już obowiązują i jeżeli chcemy uniknąć kłopotów, należy ich bezwzględnie przestrzegać. Robert Różycki, dyrektor fabryki, przyznaje, że zamontowanie świetlika to był błąd. - Temperatura pod nim dochodzi do 40 stopni - mówi. - Ale tak jest tylko przez dwa, trzy miesiące w roku. Jesienią jest już lepiej. Tłumaczy, że pracownicy pracują tak intensywnie, bo muszą równać się z najlepszymi firmami z Zachodu. Niemcy nie chcą mówić o liczbie policjantów podczas mistrzostw. Wiadomo jednak, że będą ich tysiące. Policji pomagać mają cywile obserwujący zdarzenia w miastach, gdzie rozgrywane będą mecze. Na stadiony nie wejdą osoby podejrzane, z tzw. czarnych list, w tym przesłanych stronie niemieckiej przez polską policję (znalazło się na niej blisko 500 polskich pseudokibiców). Liczba żołnierzy wchodzących w skład siódmej zmiany Polskiego Kontyngentu Wojskowego pozostanie na dotychczasowym poziomie. Główną część 900-osobowej zmiany stanowić będą żołnierze 16. Pomorskiej Dywizji Zmechanizowanej w Elblągu, którą dowodzi gen dyw. Ryszard Sorokosz. Do Iraku wyjadą na przełomie lipca i sierpnia. Kilka dni temu pisaliśmy o niezbyt eleganckim wyglądzie naszego prezydenta podczas oficjalnej wizyty w Bułgarii. Własnym oczom nie wierzyliśmy, kiedy wczoraj prezydent Lech Kaczyński (57 l.) kroczył na spotkanie ze sportowcami. Marynarka nie zapięta, ze spodni wystawała koszula, a ze szlufki wyskoczył prezydencki pasek. Rozumiemy, że ostatnie zawieruchy w Pałacu Prezydenckim przysparzają prezydentowi wiele zmartwień. Wiemy, że stylisty pan prezydent nie ma, ale może warto pomyśleć chociaż o garderobianym?"
503,503,"Burmistrz brazylijskiego miasta Bocaiura do Sul w stanie Parana, ogłosił bezpłatne rozdawanie mężczyznom viagry. Ma to na celu podniesienie przyrostu naturalnego, a dzięki temu zwiększenie federalnej pomocy finansowej dla miasta. W ubiegłym roku wprowadził on zakaz sprzedawania prezerwatyw, ale musiał się z tego wycofać, gdyż władze zwierzchnie uznały to posunięcie za sprzeczne z konstytucją."
569,569,– tak i szczególnie dla uzupełnienia jeszcze także w siedemdziesiątym roku w grudniu na wybrzeżu też tę – no przepraszam wszystkich zamordowanych że o tym nie powiedziałem. tak oczywiście to jest rzecz straszna która wtedy została zrobiona i której. której on sam powinien mieć świadomość iż powinna sprawić by usunął się raz na zawsze w cień – pan powiedział niesłychanie ważną rzecz bo to pokazuje że. WSW powiedzmy to naszym. niezorientowanym słuchaczom. WSW czyli wojskowa służba wewnętrzna to jest dawna informacje wojskowa – tak. kontynuacja bezpośrednia. informacji – tak. i ona działała była integ. właściwie była integralną częścią sowieckiego GRU. i ta operacja. to nie była. operacja samego WSW to musiało być w ramach. sowieckich działań – taką. taki helloween tak. no i dlatego pan Jaruzelski po dzień dzisiejszy pan Kiszczak twierdzą to my byliśmy autorami. przypominamy. nie zabierajcie tych. rent i emerytur nam się to należy bo to okrągły stół tworzyliśmy my was do niego zaprosiliśmy my byliśmy tam gospodarzami mówi Jaruzelski no i ma swoje niestety – co tam okrągły stół słyszał pan – racje tak że to – no to się w czasie zbiegło chociaż jeden z ministrów rzeczywiście miał swój wpływ. wpływ na to. pozytywny no ale to jednak to jest gigantyczny dorobek. prawda ojców tak że – ale my prawdy. my prawdy. my prawdy o tej tej strasznej nocy czerwcowej. dziewięćdziesiątego drugiego roku. my też do końca dzisiaj nie znamy. nawet pan nie zna – panie profesorze – ogólnie biorąc to się zgadzam z tym co powiedział pan Antoni Maciarewicz. natomiast jest problem tego co nazywamy rzeczywistością rzeczywistość kreują konkretni ludzie którzy mają imię nazwisko pesel i tak dalej. jest pytanie. bardzo kluczowe bo. co tu się oszukiwać to tak. dwadzieścia lat to tak minęło nagle. to jest epoka. wyrosło naprawdę nowe pokolenie – no cóż dlatego wygrajmy. wygrajmy także także tą batalię o wpływ na kształt życia społecznego. również i polskiej szkoły. wygramy także. wygrajmy tę przeszłość którą. w sposób prawdziwy. chcemy przekazywać pokoleniom a wtedy. równocześnie wygramy naszą przyszłość. ja dziękuję serdecznie za tę pierwszą część spotkania. przypomnę państwu że w naszym studio rozmawialiśmy z panem posłem Antonim Maciarewiczem – szczęść Boże – je jeżeli można jeszcze uzupełnić to skrytobójcze zamordowanie syna Waldemara. polegało jeszcze na tym że ta ciężarówka była kradziona. i i zdjęto odciski palców z kierownicy czyli można powiedzieć że. zbrodnia niestety prawie że doskonała. a więc zaplanowana nieprzypadkowo tak jak mówi tu pan profesor Szaniawski. tylko. od początku do końca. zamordowanie z zimną krwią syna pułkownika Kuklińskiego
